Date,Store_ID,Store,Market,Country_ID,Brand,Channel,Home_Delivery_Channel,Digital_Channel,Sales,Sales_LY,Sales_Variance,Transactions,Transactions_LY,Transactions_Variance,Average_Check,Average_Check_LY,Average_Check_Variance,Budget,Budget_LY,Budget_Variance,Budget_Transactions,Budget_Transactions_LY,Budget_Transactions_Variance,Budget_Average_Check,Budget_Average_Check_LY,Budget_Average_Check_Variance
2024-11-05,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,30.6,,,4,,,7.65,,,,,,,,,,,
2024-12-18,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,63.8,,,4,,,15.95,,,,,,,,,,,
2024-09-10,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,47.97,,,4,,,11.99,,,,,,,,,,,
2024-11-14,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,58.87,,,4,,,14.72,,,,,,,,,,,
2024-06-17,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,40.97,,,4,,,10.24,,,,,,,,,,,
2024-11-26,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,46.16,,,4,,,11.54,,,,,,,,,,,
2024-04-09,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,72.48,,,4,,,18.12,,,,,,,,,,,
2024-06-16,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,82.99,,,4,,,20.75,,,,,,,,,,,
2024-05-31,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,75.98,,,4,,,19.0,,,,,,,,,,,
2024-06-24,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,54.98,,,4,,,13.74,,,,,,,,,,,
2024-04-28,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,44.22,,,4,,,11.05,,,,,,,,,,,
2024-09-07,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,40.45,,,4,,,10.11,,,,,,,,,,,
2024-09-18,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,36.82,,,4,,,9.21,,,,,,,,,,,
2024-12-15,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,30.6,,,4,,,7.65,,,,,,,,,,,
2024-11-21,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,37.73,,,4,,,9.43,,,,,,,,,,,
2024-09-17,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,46.94,,,4,,,11.73,,,,,,,,,,,
2024-03-04,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,55.23,,,4,,,13.81,,,,,,,,,,,
2024-06-15,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,63.28,,,4,,,15.82,,,,,,,,,,,
2024-07-30,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,64.83,,,4,,,16.21,,,,,,,,,,,
2024-07-03,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,59.65,,,4,,,14.91,,,,,,,,,,,
2024-09-13,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,35.79,,,4,,,8.95,,,,,,,,,,,
2024-04-21,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,41.23,,,4,,,10.31,,,,,,,,,,,
2024-05-29,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,59.9,,,4,,,14.98,,,,,,,,,,,
2024-06-22,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,109.18,,,4,,,27.29,,,,,,,,,,,
2024-10-20,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,56.53,,,4,,,14.13,,,,,,,,,,,
2024-06-09,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,41.49,,,4,,,10.37,,,,,,,,,,,
2024-02-25,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,54.46,,,4,,,13.61,,,,,,,,,,,
2024-04-01,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,41.88,,,4,,,10.47,,,,,,,,,,,
2024-07-04,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,48.75,,,4,,,12.19,,,,,,,,,,,
2024-12-12,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,54.33,,,4,,,13.58,,,,,,,,,,,
2024-03-24,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,51.92,,,4,,,12.98,,,,,,,,,,,
2024-10-22,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,70.8,,,4,,,17.7,,,,,,,,,,,
2024-08-08,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,47.46,,,4,,,11.86,,,,,,,,,,,
2024-04-14,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,64.83,,,4,,,16.21,,,,,,,,,,,
2024-05-02,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,38.12,,,4,,,9.53,,,,,,,,,,,
2024-10-07,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,63.28,,,4,,,15.82,,,,,,,,,,,
2024-07-24,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,59.64,,,4,,,14.91,,,,,,,,,,,
2024-04-04,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,103.92,,,4,,,25.98,,,,,,,,,,,
2024-05-10,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,44.6,,,4,,,11.15,,,,,,,,,,,
2024-08-17,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,53.03,,,4,,,13.26,,,,,,,,,,,
2024-11-04,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,42.66,,,4,,,10.67,,,,,,,,,,,
2024-04-08,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,43.82,,,4,,,10.96,,,,,,,,,,,
2024-08-19,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,40.71,,,4,,,10.18,,,,,,,,,,,
2024-03-07,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,52.38,,,4,,,13.1,,,,,,,,,,,
2024-08-04,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,92.06,,,4,,,23.02,,,,,,,,,,,
2024-12-09,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,48.75,,,4,,,12.19,,,,,,,,,,,
2024-03-16,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,47.46,,,4,,,11.86,,,,,,,,,,,
2024-11-30,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,55.75,,,4,,,13.94,,,,,,,,,,,
2024-02-28,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,36.83,,,4,,,9.21,,,,,,,,,,,
2024-05-17,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,43.18,,,4,,,10.79,,,,,,,,,,,
2024-10-23,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,147.56,,,4,,,36.89,,,,,,,,,,,
2024-05-12,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,38.77,,,4,,,9.69,,,,,,,,,,,
2024-08-15,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,51.86,,,4,,,12.97,,,,,,,,,,,
2024-08-13,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,59.9,,,4,,,14.98,,,,,,,,,,,
2024-07-28,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,31.9,,,4,,,7.97,,,,,,,,,,,
2024-02-21,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,41.36,,,4,,,10.34,,,,,,,,,,,
2024-12-27,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,93.36,,,4,,,23.34,,,,,,,,,,,
2024-09-03,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,81.69,,,4,,,20.42,,,,,,,,,,,
2024-07-23,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,48.5,,,4,,,12.12,,,,,,,,,,,
2024-10-02,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,33.45,,,4,,,8.36,,,,,,,,,,,
2024-04-07,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,51.61,,,4,,,12.9,,,,,,,,,,,
2024-06-30,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,50.05,,,4,,,12.51,,,,,,,,,,,
2024-09-05,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,76.5,,,4,,,19.13,,,,,,,,,,,
2024-09-16,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,78.32,,,4,,,19.58,,,,,,,,,,,
2024-08-16,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,125.0,,,4,,,31.25,,,,,,,,,,,
2024-04-02,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,55.5,,,4,,,13.87,,,,,,,,,,,
2024-10-16,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,51.35,,,4,,,12.84,,,,,,,,,,,
2024-06-24,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,48.75,,,4,,,12.19,,,,,,,,,,,
2024-02-22,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,34.62,,,4,,,8.66,,,,,,,,,,,
2024-12-13,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,51.09,,,4,,,12.77,,,,,,,,,,,
2024-08-17,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,43.56,,,4,,,10.89,,,,,,,,,,,
2024-03-20,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,39.44,,,4,,,9.86,,,,,,,,,,,
2024-11-09,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,53.42,,,4,,,13.35,,,,,,,,,,,
2024-08-29,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,42.53,,,4,,,10.63,,,,,,,,,,,
2024-09-20,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,78.32,,,4,,,19.58,,,,,,,,,,,
2024-03-13,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,49.96,,,4,,,12.49,,,,,,,,,,,
2024-09-13,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,39.94,,,4,,,9.98,,,,,,,,,,,
2024-12-24,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,94.4,,,4,,,23.6,,,,,,,,,,,
2024-08-03,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,48.75,,,4,,,12.19,,,,,,,,,,,
2024-12-04,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,52.38,,,4,,,13.1,,,,,,,,,,,
2024-12-06,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,47.46,,,4,,,11.86,,,,,,,,,,,
2024-03-12,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,73.82,,,4,,,18.46,,,,,,,,,,,
2024-07-15,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,51.09,,,4,,,12.77,,,,,,,,,,,
2024-03-03,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,63.28,,,4,,,15.82,,,,,,,,,,,
2024-10-29,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,56.01,,,4,,,14.0,,,,,,,,,,,
2024-07-24,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,57.05,,,4,,,14.26,,,,,,,,,,,
2024-02-23,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,66.13,,,4,,,16.53,,,,,,,,,,,
2024-11-22,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,45.0,,,4,,,11.25,,,,,,,,,,,
2024-07-18,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,53.94,,,4,,,13.48,,,,,,,,,,,
2024-04-08,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,52.13,,,4,,,13.03,,,,,,,,,,,
2024-07-17,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,81.69,,,4,,,20.42,,,,,,,,,,,
2024-11-29,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,49.27,,,4,,,12.32,,,,,,,,,,,
2024-12-16,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,39.16,,,4,,,9.79,,,,,,,,,,,
2024-06-18,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,41.23,,,4,,,10.31,,,,,,,,,,,
2024-08-12,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,37.6,,,4,,,9.4,,,,,,,,,,,
2024-06-04,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,30.86,,,4,,,7.71,,,,,,,,,,,
2024-09-25,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,46.16,,,4,,,11.54,,,,,,,,,,,
2024-09-14,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,51.87,,,4,,,12.97,,,,,,,,,,,
2024-11-19,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,45.9,,,4,,,11.48,,,,,,,,,,,
2024-08-02,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,63.53,,,4,,,15.88,,,,,,,,,,,
2024-08-21,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,43.57,,,4,,,10.89,,,,,,,,,,,
2024-12-31,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,95.43,,,4,,,23.86,,,,,,,,,,,
2024-04-11,135100,CITY WALK,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,44.86,,,4,,,11.22,,,,,,,,,,,
2024-12-10,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,55.37,,,4,,,13.84,,,,,,,,,,,
2024-11-14,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,61.59,,,4,,,15.4,,,,,,,,,,,
2024-11-18,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,84.93,,,4,,,21.23,,,,,,,,,,,
2024-12-21,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,99.32,,,4,,,24.83,,,,,,,,,,,
2024-05-28,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,70.02,,,4,,,17.51,,,,,,,,,,,
2024-09-16,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,38.12,,,4,,,9.53,,,,,,,,,,,
2024-10-03,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,58.87,,,4,,,14.72,,,,,,,,,,,
2024-12-03,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,73.39,,,4,,,18.35,,,,,,,,,,,
2024-10-29,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,74.16,,,4,,,18.54,,,,,,,,,,,
2024-12-14,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,129.27,,,4,,,32.32,,,,,,,,,,,
2024-12-26,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,71.96,,,4,,,17.99,,,,,,,,,,,
2024-06-06,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,48.75,,,4,,,12.19,,,,,,,,,,,
2024-11-28,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,67.17,,,4,,,16.79,,,,,,,,,,,
2024-09-30,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,78.7,,,4,,,19.68,,,,,,,,,,,
2024-10-11,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,40.45,,,4,,,10.11,,,,,,,,,,,
2024-10-23,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,49.53,,,4,,,12.38,,,,,,,,,,,
2024-10-20,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,61.2,,,4,,,15.3,,,,,,,,,,,
2024-06-04,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,44.08,,,4,,,11.02,,,,,,,,,,,
2024-11-12,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,61.2,,,4,,,15.3,,,,,,,,,,,
2024-12-22,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,64.31,,,4,,,16.08,,,,,,,,,,,
2024-11-03,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,57.7,,,4,,,14.42,,,,,,,,,,,
2024-12-16,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,39.94,,,4,,,9.98,,,,,,,,,,,
2024-07-28,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,95.82,,,4,,,23.96,,,,,,,,,,,
2024-09-29,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,53.42,,,4,,,13.36,,,,,,,,,,,
2024-09-18,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,33.97,,,4,,,8.49,,,,,,,,,,,
2024-08-15,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,41.49,,,4,,,10.37,,,,,,,,,,,
2024-08-21,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,54.2,,,4,,,13.55,,,,,,,,,,,
2024-08-05,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,85.19,,,4,,,21.3,,,,,,,,,,,
2024-12-24,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,98.29,,,4,,,24.57,,,,,,,,,,,
2024-12-15,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,95.17,,,4,,,23.79,,,,,,,,,,,
2024-05-31,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,73.0,,,4,,,18.25,,,,,,,,,,,
2024-12-12,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,75.72,,,4,,,18.93,,,,,,,,,,,
2024-06-23,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,66.13,,,4,,,16.53,,,,,,,,,,,
2024-08-22,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,46.16,,,4,,,11.54,,,,,,,,,,,
2024-08-12,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,37.86,,,4,,,9.47,,,,,,,,,,,
2024-05-20,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,84.41,,,4,,,21.1,,,,,,,,,,,
2024-12-23,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,133.55,,,4,,,33.39,,,,,,,,,,,
2024-10-22,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,74.95,,,4,,,18.74,,,,,,,,,,,
2024-11-21,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,109.44,,,4,,,27.36,,,,,,,,,,,
2024-06-21,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,63.93,,,4,,,15.98,,,,,,,,,,,
2024-08-06,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,85.45,,,4,,,21.36,,,,,,,,,,,
2024-07-02,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,30.86,,,4,,,7.72,,,,,,,,,,,
2024-12-13,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,85.84,,,4,,,21.46,,,,,,,,,,,
2024-12-04,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,58.87,,,4,,,14.72,,,,,,,,,,,
2024-07-17,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,79.87,,,4,,,19.97,,,,,,,,,,,
2024-09-01,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,47.59,,,4,,,11.9,,,,,,,,,,,
2024-08-04,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,64.96,,,4,,,16.24,,,,,,,,,,,
2024-06-13,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,32.16,,,4,,,8.04,,,,,,,,,,,
2024-11-05,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,34.49,,,4,,,8.62,,,,,,,,,,,
2024-11-06,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,41.23,,,4,,,10.31,,,,,,,,,,,
2024-11-18,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,45.64,,,4,,,11.41,,,,,,,,,,,
2024-02-27,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,45.12,,,4,,,11.28,,,,,,,,,,,
2024-08-29,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,44.09,,,4,,,11.02,,,,,,,,,,,
2024-07-13,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,64.05,,,4,,,16.01,,,,,,,,,,,
2024-09-28,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,32.16,,,4,,,8.04,,,,,,,,,,,
2024-05-28,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,48.88,,,4,,,12.22,,,,,,,,,,,
2024-02-29,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,37.61,,,4,,,9.4,,,,,,,,,,,
2024-08-21,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,38.12,,,4,,,9.53,,,,,,,,,,,
2024-03-16,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,77.41,,,4,,,19.35,,,,,,,,,,,
2024-06-17,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,69.11,,,4,,,17.28,,,,,,,,,,,
2024-10-29,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,44.09,,,4,,,11.02,,,,,,,,,,,
2024-12-18,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,72.87,,,4,,,18.22,,,,,,,,,,,
2024-04-28,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,43.05,,,4,,,10.76,,,,,,,,,,,
2024-09-11,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,45.77,,,4,,,11.44,,,,,,,,,,,
2024-03-06,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,98.03,,,4,,,24.51,,,,,,,,,,,
2024-12-13,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,88.17,,,4,,,22.04,,,,,,,,,,,
2024-08-11,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,57.83,,,4,,,14.46,,,,,,,,,,,
2024-08-22,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,61.59,,,4,,,15.4,,,,,,,,,,,
2024-09-24,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,37.6,,,4,,,9.4,,,,,,,,,,,
2024-11-03,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,71.83,,,4,,,17.96,,,,,,,,,,,
2024-06-20,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,47.07,,,4,,,11.77,,,,,,,,,,,
2024-08-10,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,58.87,,,4,,,14.72,,,,,,,,,,,
2024-09-16,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,HD,Aggregators,Deliveroo,59.78,,,4,,,14.94,,,,,,,,,,,
